"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
-1.99789833333333,9.63231916666667,-4.40216079794748,0.00022816600003796,0.0540676893674518,0.661360587663671,"REEP5"
2.17226833333333,7.43928416666667,4.39418400482212,0.000232646163560902,0.0540676893674518,0.644014879350683,"STRN"
-1.82804166666667,4.09281416666667,-4.39408782883017,0.000232700714905926,0.0540676893674518,0.643805734814098,"FAM101A"
-2.47741833333334,4.96416083333333,-4.3888006144365,0.00023571943399619,0.0540676893674518,0.63230786932393,"NXPH1"
2.08912333333333,6.39117333333333,4.38849102760157,0.000235897402149592,0.0540676893674518,0.631634608233788,"ATP2B4"
2.09308833333333,4.1715375,4.38835158818984,0.000235977603813702,0.0540676893674518,0.631331367580676,"ANXA1"
-2.234405,5.74741583333333,-4.38821454097529,0.00023605645615993,0.0540676893674518,0.631033328910479,"TRIM36"
-1.83163166666667,3.80137416666667,-4.38430079062064,0.000238319466396359,0.0540676893674518,0.622521887671857,"PDE6D"
-1.87578166666667,3.58671083333333,-4.38277073438732,0.000239210071322328,0.0540676893674518,0.619194315877773,"UBE2D2"
2.02002,4.815735,4.36362826041078,0.000250638116241528,0.0559244330136866,0.577559745674257,"MYO7A"
2.02156,4.90827833333333,4.35195434884587,0.000257874075650903,0.0560051119687033,0.55216629673567,"PKNOX1"
-1.929945,4.14155916666667,-4.34626653562437,0.00026147498862714,0.0560051119687033,0.539793280323786,"LSM4"
-2.22743833333333,5.30565083333333,-4.34529057041196,0.000262097903314433,0.0560051119687033,0.537670164710915,"EIF2AK2"
2.52853333333334,6.20621666666667,4.34252444507803,0.000263871476754405,0.0560051119687033,0.531652664940599,"SP5"
2.37104666666667,6.27004,4.33256985837088,0.000270354068220375,0.0564347136196715,0.509996406885691,"CTNND1"
-1.79405833333333,3.45034916666667,-4.32436619475554,0.000275816011907032,0.0564347136196715,0.492148425362604,"PLCD4"
2.32284166666667,4.65043583333333,4.32202549649545,0.000277394575975384,0.0564347136196715,0.487055844099281,"SFT2D2"
-2.31504,3.54058666666667,-4.31985550451882,0.000278866086606053,0.0564347136196715,0.482334613342296,"PARP1"
2.30557666666667,4.39386666666667,4.3108581121076,0.000285051136301726,0.0568059211605682,0.462758594204669,"APOLD1"
-2.14879333333333,5.79007333333333,-4.30376185950771,0.000290025903985749,0.0568059211605682,0.447318471106697,"FDFT1"
-2.26910166666667,6.4069025,-4.29569617836632,0.000295785769588866,0.0568059211605682,0.429768587458438,"SLC7A14"
-2.84723666666667,5.77486833333333,-4.29430277523224,0.000296792348746643,0.0568059211605682,0.426736676547683,"SSBP2"
-2.35586166666667,6.07941083333333,-4.28282165957206,0.000305217596040001,0.0568059211605682,0.401754440734443,"TRHR"
-1.48224166666667,3.3024475,-4.2824281969051,0.000305510531301092,0.0568059211605682,0.400898276679802,"ARMCX6"
2.32063166666667,6.00113583333333,4.27834275566365,0.000308568821701863,0.0568059211605682,0.392008426233482,"VGF"
-2.37770166666667,3.54365083333333,-4.27687827881832,0.000309672537159388,0.0568059211605682,0.388821732287035,"GSDMC"
1.4537,3.02714666666667,4.27634425602419,0.00031007598886773,0.0568059211605682,0.387659699360428,"FCER1G"
1.28483,2.85971,4.26870860497514,0.000315902466906397,0.0572704847295723,0.371044422159131,"CSTF2"
-1.67148666666667,3.41303666666667,-4.25515934573035,0.000326511965726255,0.0580179806563059,0.341560694046299,"MKLN1"
2.71387166666667,6.80285083333333,4.25448771211448,0.000327047038779626,0.0580179806563059,0.340099185376256,"ZNF414"
2.14709833333333,3.5465975,4.25076787393548,0.000330026435588042,0.0580179806563059,0.332004624261947,"VSIG4"
-2.13125,6.676395,-4.2436127509683,0.000335833753325618,0.0584485064287905,0.316434700617889,"PMP22"
-2.08668,4.66446666666667,-4.22912928581817,0.000347903196696908,0.0598060437829106,0.284918089479669,"RDH14"
-1.99389833333333,5.53999916666667,-4.22152006809518,0.000354416707793435,0.0598060437829106,0.268360329384728,"DDHD2"
-2.08380666666667,6.90894166666667,-4.21319452317142,0.000361682935595422,0.0598060437829106,0.250244092353762,"KIF5C"
-2.50763166666667,4.98400416666667,-4.21116894538495,0.000363473158222903,0.0598060437829106,0.24583652151543,"MMS19"
-2.10772,4.34322166666667,-4.20656430618246,0.000367575747435639,0.0598060437829106,0.23581710723118,"MRAP2"
-1.87262333333333,5.17173833333333,-4.19953289991654,0.000373929843803058,0.0598060437829106,0.220517448256426,"PRKAR2A"
1.98350333333333,4.58458166666667,4.19429090678304,0.000378738099779034,0.0598060437829106,0.209111603842389,"TNFRSF1A"
-2.25498666666667,5.18716166666667,-4.1939976352259,0.000379008920031313,0.0598060437829106,0.208473492093491,"ATP2C1"
-2.37305666666667,6.52461666666667,-4.19242872120299,0.000380461011223492,0.0598060437829106,0.20505979907905,"GPSN2"
2.35138666666667,5.355575,4.19212784064379,0.000380740121558902,0.0598060437829106,0.204405135857308,"LRIG1"
-1.23722833333333,3.02815083333333,-4.18867582256888,0.000383957022219045,0.0598060437829106,0.196894205014802,"PSMB3"
-1.785345,8.49379583333334,-4.1877014075304,0.000384869966886117,0.0598060437829106,0.194774082756179,"TPPP3"
-2.243855,4.55336083333333,-4.18158281308668,0.000390652267408183,0.0601673633802833,0.18146150424524,"WDR54"
